# RESUMO ESTATÍSTICO - COMPARAÇÃO DE TREINAMENTOS
##################################################
# Arquivo: training_data.json
# Robot: robot_stage4
# Algorithm: TD3
# Environment: todos_alternados
# Data: 2025-11-27T10:20:18.673579
##################################################
# QUADRO DE RESUMO POR TIPO DE PISTA
Métrica,PR,PBA,PG,PRB,PRD,PRA,MÉDIA
Total Episódios,831,832,832,831,831,832,
Melhor Distancia,7.956,9.011,7.762,8.21,7.743,4.6,
Maior Recompensa,3989.755,4790.87,4063.704,4108.724,3026.948,3642.044,
Menor Distância,-1.235,-1.214,-1.496,-1.322,-1.425,-1.288,
Média recompensa,443.672,433.445,476.893,430.762,234.29,328.199,391.21
Média Distância,1.334,1.332,1.415,1.336,1.23,0.396,1.174
Episodios de sucesso,0,1,0,0,0,0,
Percentual de Sucessos,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Total de Passos,99835,101298,116110,103621,72945,124593,
Total tempo (s),3327.833,3376.6,3870.333,3454.033,2431.5,4153.1,
Primeiro episódio de Sucesso,0,4903,0,0,0,0,
Soma passos até Primeiro Sucesso,0,97206,0,0,0,0,
Tempo do Primeiro Sucesso (s),0,14.967,0,0,0,0,
Número do Episódio mais rápido >9m,0,4903,0,0,0,0,
Melhor Tempo do Percurso (9m) (s),0,14.967,0,0,0,0,
% Sucessos depois de 9m,0.00%,6.70%,0.00%,0.00%,0.00%,0.00%,6.70%
##################################################
# DADOS DETALHADOS DOS EPISÓDIOS
Pista,episodio,distancia,tempo,recompensa,passos,successos,imu_x,imu_y,imu_z,roll_deg,pitch_deg,yaw_deg,imu_average_x_vel,imu_average_y_vel,imu_average_z_vel,roll_vel_deg,pitch_vel_deg,yaw_vel_deg,imu_x_vel,imu_y_vel,imu_z_vel,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel
PRA,69,-0.848,0.767,-471.472,23,0,-0.698,0.260,0.455,-66.387,-48.656,42.748,-1.145,0.330,-0.686,-176.155,-147.056,-5.495,-1.702,0.685,-2.894,-1.159,-0.849,0.746,-3.074,-2.567,-0.096
PRB,70,-1.168,1.333,-462.996,40,0,-1.018,-0.014,0.421,-112.385,-87.595,106.861,-0.907,-0.026,-0.445,47.089,-194.312,-8.082,-2.151,-0.074,-3.017,-1.961,-1.529,1.865,0.822,-3.391,-0.141
PRD,71,-0.997,1.033,-378.687,31,0,-0.847,-0.334,0.495,71.062,-47.070,-60.468,-0.997,-0.329,-0.480,72.653,-183.549,16.130,-1.808,-0.376,-2.719,1.240,-0.822,-1.055,1.268,-3.204,0.282
PR,72,-0.939,1.100,-348.591,33,0,-0.789,-0.370,0.434,72.091,-69.999,-61.061,-0.881,-0.341,-0.514,-2.552,-201.800,-3.573,-1.607,0.170,-3.080,1.258,-1.222,-1.066,-0.045,-3.522,-0.062
PBA,73,-1.170,1.000,-385.158,30,0,-1.020,-0.072,0.477,-67.019,-74.245,74.259,-1.207,-0.116,-0.546,-104.695,-229.601,10.654,-2.089,-0.170,-3.291,-1.170,-1.296,1.296,-1.827,-4.007,0.186
PG,74,-0.991,1.233,-345.243,37,0,-0.841,-0.476,0.415,-133.427,-83.618,150.879,-0.816,-0.445,-0.490,75.480,-195.331,60.321,-1.293,-1.500,-3.413,-2.329,-1.459,2.633,1.317,-3.409,1.053
PRA,75,-1.170,1.833,-574.589,55,0,-1.020,-0.684,0.464,57.805,-65.367,-31.753,-0.653,-0.391,-0.300,88.019,-172.900,-28.664,-1.765,-0.548,-2.950,1.009,-1.141,-0.554,1.536,-3.018,-0.500
PRB,76,-1.062,1.200,-520.845,36,0,-0.912,0.333,0.440,-46.404,-71.369,40.611,-0.919,0.274,-0.445,86.532,-219.879,18.886,-1.737,-0.472,-3.074,-0.810,-1.246,0.709,1.510,-3.838,0.330
PRD,77,-0.979,1.267,-389.831,38,0,-0.829,-0.236,0.682,58.075,-64.588,-67.103,-0.804,-0.208,-0.281,69.216,-158.348,-87.883,-1.925,0.061,-2.177,1.014,-1.127,-1.171,1.208,-2.764,-1.534
PR,78,-0.491,0.633,-334.839,19,0,-0.341,-0.472,0.609,-13.600,-64.443,60.892,-0.771,-0.804,-0.575,147.358,-114.888,75.869,-0.827,-1.713,-2.442,-0.237,-1.125,1.063,2.572,-2.005,1.324
PBA,79,-0.691,0.633,-257.525,19,0,-0.541,-0.125,0.712,56.638,-54.372,-62.344,-1.112,-0.134,-0.469,46.543,-181.599,-68.909,-1.728,0.343,-2.206,0.989,-0.949,-1.088,0.812,-3.169,-1.203
PG,80,-0.953,1.067,-398.902,32,0,-0.803,-0.245,0.410,76.044,-62.287,-69.504,-0.927,-0.212,-0.554,33.465,-178.256,-68.885,-1.953,0.044,-3.057,1.327,-1.087,-1.213,0.584,-3.111,-1.202
PRA,81,-0.569,1.533,-572.990,46,0,-0.419,0.726,0.421,-73.468,-40.030,18.203,-0.378,0.510,-0.379,-158.358,-165.883,-46.804,-0.890,1.355,-2.718,-1.282,-0.699,0.318,-2.764,-2.895,-0.817
PRB,82,-0.864,0.967,-317.485,29,0,-0.714,-0.117,0.589,58.191,-55.558,-73.679,-0.904,-0.092,-0.414,173.228,-203.373,-39.445,-1.357,0.133,-2.726,1.016,-0.970,-1.286,3.023,-3.550,-0.688
PRD,83,-1.058,1.500,-296.824,45,0,-0.908,0.323,0.408,-87.978,-79.044,75.804,-0.724,0.200,-0.411,-7.576,-249.363,-2.846,-1.672,0.675,-3.332,-1.536,-1.380,1.323,-0.132,-4.352,-0.050
PR,84,-0.533,1.067,-381.838,32,0,-0.383,1.013,0.498,-67.056,-14.274,54.789,-0.525,0.949,-0.448,-130.519,-150.736,44.280,-1.219,1.095,-2.396,-1.170,-0.249,0.956,-2.278,-2.631,0.773
PBA,85,-0.885,0.800,-448.630,24,0,-0.735,-0.516,0.456,63.647,-69.710,-36.397,-1.139,-0.678,-0.698,192.294,-151.307,32.522,-1.536,-0.964,-3.160,1.111,-1.217,-0.635,3.356,-2.641,0.568
PG,86,-0.790,1.300,-469.777,39,0,-0.640,0.760,0.490,-60.892,-3.931,36.139,-0.605,0.545,-0.348,-107.333,-123.980,-4.368,-1.360,0.786,-2.327,-1.063,-0.069,0.631,-1.873,-2.164,-0.076
PRA,87,-0.791,0.967,-394.237,29,0,-0.641,0.346,0.442,42.521,-73.765,-69.547,-0.840,0.399,-0.561,-4.957,-158.128,-19.311,-1.519,0.788,-2.918,0.742,-1.287,-1.214,-0.087,-2.760,-0.337
PRB,88,-0.947,0.833,-371.713,25,0,-0.797,-0.048,0.480,-144.724,-86.222,153.313,-1.177,-0.096,-0.653,5.263,-262.611,38.878,-1.942,0.022,-3.060,-2.526,-1.505,2.676,0.092,-4.583,0.679
PRD,89,-1.049,1.100,-557.117,33,0,-0.899,-0.466,0.416,66.954,-58.007,-59.410,-0.971,-0.411,-0.557,132.085,-217.159,6.785,-1.643,-1.120,-3.397,1.169,-1.012,-1.037,2.305,-3.790,0.118
PR,90,-0.747,0.967,-457.375,29,0,-0.597,-0.634,0.494,31.365,-62.692,4.579,-0.784,-0.678,-0.514,128.689,-148.597,21.867,-1.781,-1.145,-2.560,0.547,-1.094,0.080,2.246,-2.594,0.382
PBA,91,-1.129,1.100,-518.325,33,0,-0.979,0.129,0.480,42.001,-73.429,-38.889,-1.064,0.114,-0.494,7.196,-190.388,-42.336,-1.987,0.373,-2.847,0.733,-1.282,-0.679,0.126,-3.323,-0.739
PG,92,-0.892,1.067,-345.324,32,0,-0.742,0.008,0.515,-72.598,-75.234,71.616,-0.860,-0.007,-0.498,-18.120,-111.431,38.441,-1.714,-0.371,-2.850,-1.267,-1.313,1.250,-0.316,-1.945,0.671
PRA,93,-0.684,0.933,-415.073,28,0,-0.534,-0.577,0.487,66.485,-27.670,-36.444,-0.759,-0.602,-0.482,45.794,-146.185,34.455,-1.458,-0.847,-2.361,1.160,-0.483,-0.636,0.799,-2.551,0.601
PRB,94,-1.019,1.100,-468.191,33,0,-0.869,-0.336,0.419,-25.383,-87.599,39.029,-0.952,-0.292,-0.563,111.504,-199.859,34.920,-1.474,-0.744,-3.421,-0.443,-1.529,0.681,1.946,-3.488,0.609
PRD,95,-0.603,0.833,-351.983,25,0,-0.453,0.237,0.764,10.319,-56.655,-60.115,-0.739,0.347,-0.257,-71.882,-152.412,-178.049,-1.436,1.365,-1.516,0.180,-0.989,-1.049,-1.255,-2.660,-3.108
PR,96,-0.388,1.367,-442.202,41,0,-0.238,-0.691,0.470,59.149,-8.417,-18.930,-0.306,-0.480,-0.362,212.946,-6.443,-99.340,-1.224,-1.407,-2.756,1.032,-0.147,-0.330,3.717,-0.112,-1.734
PBA,97,-0.637,1.167,-455.627,35,0,-0.487,-0.498,0.459,77.808,-44.156,-39.120,-0.561,-0.441,-0.449,150.752,-154.219,25.742,-1.330,-1.196,-2.535,1.358,-0.771,-0.683,2.631,-2.692,0.449
PG,98,-0.458,0.733,-401.959,22,0,-0.308,0.712,0.456,-83.873,-49.208,37.958,-0.632,0.976,-0.711,-137.338,-89.422,-57.892,-0.529,1.815,-2.743,-1.464,-0.859,0.662,-2.397,-1.561,-1.010
PRA,99,-0.974,1.467,-441.160,44,0,-0.824,0.137,0.547,39.875,-74.354,-71.718,-0.672,0.126,-0.307,28.266,-208.867,-15.744,-1.356,0.606,-2.767,0.696,-1.298,-1.252,0.493,-3.645,-0.275
PRB,100,-1.033,1.467,-599.991,44,0,-0.883,-0.216,0.468,12.869,-73.223,4.058,-0.729,-0.166,-0.348,81.533,-168.261,-17.228,-1.622,-0.062,-2.800,0.225,-1.278,0.071,1.423,-2.937,-0.301
PRD,101,-0.792,0.867,-463.758,26,0,-0.642,0.533,0.425,-72.173,-67.159,44.399,-0.914,0.606,-0.702,-151.798,-154.676,31.357,-1.543,1.162,-3.121,-1.260,-1.172,0.775,-2.649,-2.700,0.547
PR,102,-1.216,1.567,-595.038,47,0,-1.066,-0.008,0.422,53.753,-57.383,-56.821,-0.795,0.013,-0.352,-138.460,-284.453,-11.039,-1.799,0.617,-2.926,0.938,-1.002,-0.992,-2.417,-4.965,-0.193
PBA,103,-0.880,1.233,-459.148,37,0,-0.730,0.212,0.434,36.930,-74.367,-51.511,-0.739,0.179,-0.458,-22.194,-234.912,9.721,-1.747,-0.098,-3.093,0.645,-1.298,-0.899,-0.387,-4.100,0.170
PG,104,-0.858,1.000,-396.725,30,0,-0.708,0.376,0.440,-133.159,-84.646,95.786,-0.878,0.413,-0.574,-116.901,-182.686,15.627,-1.248,1.259,-3.053,-2.324,-1.477,1.672,-2.040,-3.188,0.273
PRA,105,-1.151,1.033,-537.679,31,0,-1.001,-0.045,0.480,35.948,-87.598,-43.106,-1.157,-0.093,-0.513,147.110,-276.298,1.049,-2.202,-0.476,-2.975,0.627,-1.529,-0.752,2.568,-4.822,0.018
PRB,106,-1.143,1.667,-534.534,50,0,-0.993,-0.092,0.431,47.637,-71.173,-43.572,-0.714,-0.051,-0.335,-60.093,-210.891,49.237,-1.663,-0.101,-3.285,0.831,-1.242,-0.760,-1.049,-3.681,0.859
PRD,107,-0.982,1.000,-468.289,30,0,-0.832,-0.417,0.497,53.366,-79.726,-36.494,-1.033,-0.425,-0.518,63.483,-172.660,-3.573,-1.828,-0.636,-2.875,0.931,-1.391,-0.637,1.108,-3.013,-0.062
PR,108,-0.876,0.967,-359.114,29,0,-0.726,0.163,0.465,-100.164,-88.243,80.514,-0.931,0.136,-0.590,8.193,-186.228,-24.522,-1.199,0.296,-3.173,-1.748,-1.540,1.405,0.143,-3.250,-0.428
PBA,109,-0.903,0.833,-357.276,25,0,-0.753,0.401,0.511,-120.083,-88.282,106.757,-1.111,0.457,-0.600,-148.405,-165.577,-15.530,-1.618,1.335,-2.845,-2.096,-1.541,1.863,-2.590,-2.890,-0.271
PG,110,-1.098,1.000,-538.356,30,0,-0.948,0.208,0.452,-57.167,-75.686,35.351,-1.125,0.226,-0.550,-44.756,-180.469,-5.504,-1.885,0.806,-3.001,-0.998,-1.321,0.617,-0.781,-3.150,-0.096
PRA,111,-1.038,2.233,-567.101,67,0,-0.888,-0.087,0.485,18.666,-62.859,-12.672,-0.483,-0.040,-0.234,-2.312,-225.671,-29.631,-2.238,0.435,-2.663,0.326,-1.097,-0.221,-0.040,-3.939,-0.517
PRB,112,-1.056,1.100,-494.524,33,0,-0.906,-0.123,0.489,-23.533,-80.758,27.138,-0.989,-0.158,-0.476,21.614,-200.426,-14.795,-1.815,-0.045,-2.949,-0.411,-1.409,0.474,0.377,-3.498,-0.258
PRD,113,-1.058,0.867,-520.605,26,0,-0.908,-0.309,0.458,16.536,-73.084,8.579,-1.240,-0.417,-0.625,153.503,-146.827,-13.029,-1.759,-0.938,-2.933,0.289,-1.276,0.150,2.679,-2.563,-0.227
PR,114,-0.930,1.333,-414.827,40,0,-0.780,0.506,0.409,-83.297,-64.928,60.030,-0.717,0.416,-0.438,-44.038,-164.331,-57.585,-1.504,0.716,-3.039,-1.454,-1.133,1.048,-0.769,-2.868,-1.005
PBA,115,-1.004,1.167,-498.532,35,0,-0.854,-0.412,0.456,60.798,-71.037,-49.566,-0.869,-0.384,-0.475,128.888,-179.664,17.543,-1.425,-1.413,-3.319,1.061,-1.240,-0.865,2.250,-3.136,0.306
PG,116,-0.464,1.000,-358.186,30,0,-0.314,-0.780,0.494,53.566,-45.497,-17.703,-0.481,-0.795,-0.502,173.501,-61.168,-50.555,-1.021,-1.432,-2.727,0.935,-0.794,-0.309,3.028,-1.068,-0.882
PRA,117,-0.970,0.900,-364.804,27,0,-0.820,-0.017,0.506,-46.315,-71.024,60.141,-1.127,-0.008,-0.545,-64.488,-250.177,38.259,-1.913,-0.413,-2.844,-0.808,-1.240,1.050,-1.126,-4.366,0.668
PRB,118,-0.824,0.967,-447.487,29,0,-0.674,-0.460,0.413,60.563,-82.229,-33.091,-0.866,-0.545,-0.607,97.932,-208.806,15.215,-1.592,-1.037,-3.169,1.057,-1.435,-0.578,1.709,-3.644,0.266
PRD,119,-0.886,1.367,-505.856,41,0,-0.736,-0.563,0.450,68.047,-65.354,-16.197,-0.649,-0.429,-0.410,51.535,-263.052,-34.641,-1.748,-0.937,-2.826,1.188,-1.141,-0.283,0.899,-4.591,-0.605
PR,120,-0.370,1.000,-475.343,30,0,-0.220,-0.789,0.486,66.666,-15.697,-14.213,-0.376,-0.839,-0.514,276.157,176.265,-118.888,-0.561,-1.872,-3.264,1.164,-0.274,-0.248,4.820,3.076,-2.075
PBA,121,-0.831,0.933,-344.561,28,0,-0.681,0.722,0.620,-59.497,-54.811,68.095,-0.929,0.761,-0.373,-99.285,-166.158,63.451,-1.837,0.323,-2.320,-1.038,-0.957,1.188,-1.733,-2.900,1.107
PG,122,-0.848,1.833,-443.317,55,0,-0.698,0.097,0.656,-53.812,-47.508,65.588,-0.486,0.060,-0.184,-73.624,-138.711,64.929,-1.851,-0.020,-2.167,-0.939,-0.829,1.145,-1.285,-2.421,1.133
PRA,123,-0.994,0.900,-458.112,27,0,-0.844,0.212,0.431,-12.017,-81.304,6.245,-1.130,0.249,-0.622,-42.564,-248.307,-33.051,-1.640,0.861,-3.388,-0.210,-1.419,0.109,-0.743,-4.334,-0.577
PRB,124,-0.796,1.300,-357.474,39,0,-0.646,0.440,0.437,-101.378,-68.833,75.214,-0.644,0.350,-0.456,-74.564,-167.752,17.406,-1.375,0.932,-3.159,-1.769,-1.201,1.313,-1.301,-2.928,0.304
PRD,125,-1.044,1.067,-513.426,32,0,-0.894,0.420,0.437,30.971,-78.811,-55.920,-1.013,0.451,-0.543,16.083,-267.346,-91.944,-2.022,0.944,-3.196,0.541,-1.376,-0.976,0.281,-4.666,-1.605
PR,126,-1.057,1.200,-495.459,36,0,-0.907,0.222,0.416,12.082,-78.549,-23.520,-0.901,0.205,-0.486,4.269,-186.782,6.708,-1.544,0.511,-3.151,0.211,-1.371,-0.411,0.075,-3.260,0.117
PBA,127,-0.790,1.700,-456.957,51,0,-0.640,-0.645,0.437,126.651,-84.747,-75.389,-0.474,-0.381,-0.349,113.892,-126.859,-16.986,-0.992,-1.033,-3.254,2.210,-1.479,-1.316,1.988,-2.214,-0.296
PG,128,-0.630,0.767,-424.713,23,0,-0.480,0.407,0.444,-76.778,-71.877,42.400,-0.863,0.543,-0.692,-86.806,-228.105,6.061,-1.360,1.454,-2.898,-1.340,-1.254,0.740,-1.515,-3.981,0.106
PRA,129,-1.030,1.067,-535.349,32,0,-0.880,-0.080,0.460,-19.277,-84.777,21.102,-0.997,-0.078,-0.514,-17.561,-185.033,1.186,-2.074,0.643,-2.756,-0.336,-1.480,0.368,-0.307,-3.229,0.021
PRB,130,-1.099,0.967,-409.363,29,0,-0.949,-0.143,0.401,64.199,-82.450,-63.319,-1.183,-0.142,-0.654,-37.168,-224.459,-37.599,-1.698,0.456,-3.511,1.120,-1.439,-1.105,-0.649,-3.918,-0.656
PRD,131,-0.848,1.033,-359.046,31,0,-0.698,0.157,0.561,-42.973,-62.267,62.094,-0.844,0.131,-0.421,36.211,-222.872,102.726,-1.951,-0.430,-2.541,-0.750,-1.087,1.084,0.632,-3.890,1.793
PR,132,-0.312,1.567,-544.866,47,0,-0.162,-0.788,0.476,67.662,-12.095,12.716,-0.192,-0.547,-0.324,179.410,-27.160,-44.910,0.081,-1.627,-2.199,1.181,-0.211,0.222,3.131,-0.474,-0.784
PBA,133,-0.681,1.467,-449.831,44,0,-0.531,0.542,0.486,-46.951,-49.722,26.152,-0.467,0.339,-0.332,-159.743,-108.853,-42.134,-0.814,1.450,-2.749,-0.819,-0.868,0.456,-2.788,-1.900,-0.735
PG,134,-0.494,1.500,-424.090,45,0,-0.344,-0.772,0.435,70.308,-16.676,-38.310,-0.339,-0.524,-0.405,208.846,-36.670,-7.600,-0.468,-1.538,-2.779,1.227,-0.291,-0.669,3.645,-0.640,-0.133
PRA,135,-0.586,1.167,-431.447,35,0,-0.436,0.680,0.492,-30.506,-80.943,-1.056,-0.512,0.625,-0.437,-119.449,-239.301,-45.333,-1.647,1.327,-2.892,-0.532,-1.413,-0.018,-2.085,-4.177,-0.791
PRB,136,-0.879,1.733,-394.029,52,0,-0.729,-0.019,0.710,51.752,-37.641,-65.292,-0.517,0.041,-0.145,23.417,-134.354,0.685,-1.899,-0.071,-1.394,0.903,-0.657,-1.140,0.409,-2.345,0.012
PRD,137,-0.834,0.833,-388.468,25,0,-0.684,0.270,0.410,61.207,-86.185,-88.497,-1.057,0.327,-0.705,-124.173,-210.900,-62.523,-1.803,0.614,-3.155,1.068,-1.504,-1.545,-2.167,-3.681,-1.091
PR,138,-1.117,1.500,-510.453,45,0,-0.967,-0.381,0.400,67.992,-46.690,-54.315,-0.764,-0.254,-0.398,183.669,-223.474,-81.909,-1.545,-1.264,-3.123,1.187,-0.815,-0.948,3.206,-3.900,-1.430
PBA,139,-1.113,1.433,-520.326,43,0,-0.963,0.671,0.457,-58.878,-82.531,56.251,-0.792,0.469,-0.379,28.250,-210.277,11.880,-1.602,0.843,-3.115,-1.028,-1.440,0.982,0.493,-3.670,0.207
PG,140,-0.558,0.833,-424.073,25,0,-0.408,0.713,0.460,-71.751,-34.380,48.315,-0.688,0.874,-0.674,-219.731,-34.644,45.204,-1.127,1.012,-3.213,-1.252,-0.600,0.843,-3.835,-0.605,0.789
PRA,141,-0.864,0.933,-471.029,28,0,-0.714,-0.609,0.473,54.774,-66.613,-25.475,-0.967,-0.670,-0.560,150.221,-202.872,-7.716,-1.802,-0.777,-3.036,0.956,-1.163,-0.445,2.622,-3.541,-0.135
PRB,142,-0.958,1.100,-375.368,33,0,-0.808,-0.454,0.402,89.575,-59.580,-67.134,-0.899,-0.402,-0.566,112.109,-193.609,18.754,-1.419,-0.246,-3.371,1.563,-1.040,-1.172,1.957,-3.379,0.327
PRD,143,-1.002,1.700,-449.133,51,0,-0.852,0.579,0.469,-85.039,-72.988,67.821,-0.622,0.342,-0.335,-114.022,-218.851,26.220,-2.065,0.419,-3.112,-1.484,-1.274,1.184,-1.990,-3.820,0.458
PR,144,-0.994,1.200,-448.022,36,0,-0.844,-0.138,0.694,43.111,-52.912,-62.757,-0.851,-0.099,-0.230,-1.796,-169.310,-18.521,-2.020,0.497,-1.875,0.752,-0.923,-1.095,-0.031,-2.955,-0.323
PBA,145,-1.214,2.200,-635.328,66,0,-1.064,0.392,0.404,-43.552,-82.948,42.803,-0.572,0.180,-0.288,-75.019,-161.427,54.215,-1.667,0.753,-3.393,-0.760,-1.448,0.747,-1.309,-2.817,0.946
PG,146,-0.970,1.200,-519.462,36,0,-0.820,0.325,0.439,-84.188,-65.726,50.872,-0.841,0.260,-0.473,-66.003,-181.932,-20.271,-0.915,0.747,-3.323,-1.469,-1.147,0.888,-1.152,-3.175,-0.354
PRA,147,-1.154,1.033,-530.818,31,0,-1.004,-0.108,0.470,-20.545,-85.086,20.819,-1.156,-0.107,-0.539,40.927,-211.489,91.996,-2.039,-0.324,-3.097,-0.359,-1.485,0.363,0.714,-3.691,1.606
PRB,148,-1.000,1.067,-447.100,32,0,-0.850,0.138,0.567,58.303,-78.493,-82.744,-0.961,0.154,-0.410,-35.481,-219.204,-27.958,-2.055,1.214,-2.157,1.018,-1.370,-1.444,-0.619,-3.826,-0.488
PRD,149,-0.959,1.000,-487.084,30,0,-0.809,-0.071,0.445,-32.202,-59.894,35.725,-0.977,-0.086,-0.507,6.292,-219.902,-38.696,-1.627,-0.399,-2.982,-0.562,-1.045,0.624,0.110,-3.838,-0.675
PR,150,-0.778,1.100,-346.838,33,0,-0.628,-0.424,0.507,83.319,-75.222,-69.267,-0.733,-0.369,-0.502,57.627,-179.169,2.058,-1.337,-1.098,-2.911,1.454,-1.313,-1.209,1.006,-3.127,0.036
PBA,151,-0.994,0.967,-437.525,29,0,-0.844,-0.059,0.477,61.356,-73.714,-52.386,-1.065,-0.045,-0.563,-23.133,-252.206,-70.587,-2.140,-0.023,-2.857,1.071,-1.287,-0.914,-0.404,-4.402,-1.232
PG,152,-0.740,0.833,-274.174,25,0,-0.590,-0.036,0.700,-37.800,-65.801,75.853,-0.929,-0.045,-0.352,-30.822,-239.965,73.150,-1.306,-0.634,-2.324,-0.660,-1.148,1.324,-0.538,-4.188,1.277
PRA,153,-0.373,1.767,-523.761,53,0,-0.223,0.826,0.499,-79.600,-30.553,23.861,-0.221,0.519,-0.303,-91.436,-208.008,-137.400,-0.885,1.252,-2.303,-1.389,-0.533,0.416,-1.596,-3.630,-2.398
PRB,154,-0.995,0.933,-387.852,28,0,-0.845,0.291,0.438,74.992,-81.317,-81.968,-1.088,0.296,-0.634,-1.411,-221.448,-28.517,-1.830,0.851,-3.257,1.309,-1.419,-1.431,-0.025,-3.865,-0.498
PRD,155,-0.514,1.400,-490.545,42,0,-0.364,0.916,0.438,-69.209,-37.325,30.765,-0.376,0.688,-0.358,-153.643,-249.680,87.764,-1.540,1.203,-2.516,-1.208,-0.651,0.537,-2.682,-4.358,1.532
PR,156,-0.719,1.300,-251.037,39,0,-0.569,0.071,0.631,61.227,-50.143,-69.835,-0.572,0.107,-0.264,42.046,-189.630,-85.007,-1.794,0.706,-2.440,1.069,-0.875,-1.219,0.734,-3.310,-1.484
PBA,157,-1.045,1.600,-523.992,48,0,-0.895,0.068,0.425,-25.439,-80.203,21.144,-0.680,0.059,-0.365,-10.077,-207.788,-6.889,-2.096,0.198,-3.025,-0.444,-1.400,0.369,-0.176,-3.627,-0.120
PG,158,-1.004,1.133,-408.627,34,0,-0.854,-0.372,0.610,104.511,-77.625,-78.978,-0.915,-0.291,-0.380,128.540,-157.283,48.988,-1.384,-1.375,-2.636,1.824,-1.355,-1.378,2.243,-2.745,0.855
PRA,159,-0.578,0.833,-407.430,25,0,-0.428,-0.630,0.476,71.418,-67.460,-40.179,-0.708,-0.765,-0.641,157.891,-135.214,-2.553,-1.043,-1.513,-2.924,1.246,-1.177,-0.701,2.756,-2.360,-0.045
PRB,160,-0.969,0.933,-459.169,28,0,-0.819,-0.142,0.421,-33.608,-76.118,38.160,-1.053,-0.163,-0.614,31.529,-213.397,-17.656,-1.691,-0.453,-3.153,-0.587,-1.329,0.666,0.550,-3.724,-0.308
PRD,161,-0.863,0.933,-416.731,28,0,-0.713,-0.499,0.440,74.697,-76.149,-49.777,-0.944,-0.573,-0.645,163.745,-173.719,-11.801,-1.395,-1.814,-3.238,1.304,-1.329,-0.869,2.858,-3.032,-0.206
PR,162,-0.728,0.833,-380.064,25,0,-0.578,-0.580,0.488,68.462,-55.600,-48.678,-0.918,-0.674,-0.603,146.187,-150.676,39.509,-1.261,-1.476,-2.880,1.195,-0.970,-0.850,2.551,-2.630,0.690
PBA,163,-0.699,1.067,-419.450,32,0,-0.549,-0.645,0.479,70.343,-35.262,-45.083,-0.686,-0.604,-0.485,257.179,-89.935,-95.059,-1.352,-1.278,-3.075,1.228,-0.615,-0.787,4.489,-1.570,-1.659
PG,164,-0.970,0.833,-427.988,25,0,-0.820,0.027,0.559,78.287,-81.958,-100.296,-1.209,0.045,-0.540,-67.061,-206.146,16.906,-2.296,-0.041,-2.595,1.366,-1.430,-1.750,-1.170,-3.598,0.295
PRA,165,-1.198,1.800,-626.392,54,0,-1.048,0.546,0.474,-67.269,-29.909,58.247,-0.680,0.292,-0.289,-101.912,-78.463,45.246,-1.767,0.660,-2.720,-1.174,-0.522,1.017,-1.779,-1.369,0.790
PRB,166,-0.927,1.167,-477.298,35,0,-0.777,0.363,0.486,-48.643,-78.383,36.257,-0.819,0.316,-0.454,-35.160,-181.651,-37.813,-1.445,1.071,-3.103,-0.849,-1.368,0.633,-0.614,-3.170,-0.660
PRD,167,-0.626,1.100,-435.746,33,0,-0.476,0.919,0.452,-73.340,-27.907,34.633,-0.567,0.827,-0.518,-187.998,-94.487,-47.471,-0.952,1.533,-2.890,-1.280,-0.487,0.604,-3.281,-1.649,-0.829
PR,168,-1.152,1.367,-667.412,41,0,-1.002,0.245,0.413,-47.855,-60.560,22.058,-0.875,0.160,-0.423,-132.164,-217.148,-21.077,-2.141,0.106,-2.977,-0.835,-1.057,0.385,-2.307,-3.790,-0.368
PBA,169,-0.593,1.167,-438.159,35,0,-0.443,0.390,0.471,-61.423,-55.124,27.725,-0.525,0.356,-0.433,-21.509,-167.480,-46.990,-1.507,0.840,-2.415,-1.072,-0.962,0.484,-0.375,-2.923,-0.820
PG,170,-0.839,0.800,-471.347,24,0,-0.689,0.464,0.423,-82.108,-55.286,56.060,-1.081,0.594,-0.715,-84.220,-178.841,24.169,-1.838,0.331,-3.110,-1.433,-0.965,0.978,-1.470,-3.121,0.422
PRA,171,-0.666,1.167,-422.618,35,0,-0.516,0.738,0.474,-62.627,-76.674,35.119,-0.593,0.674,-0.466,-159.905,-158.582,21.760,-1.398,1.494,-3.052,-1.093,-1.338,0.613,-2.791,-2.768,0.380
PRB,172,-0.953,1.067,-494.139,32,0,-0.803,-0.246,0.456,19.296,-75.292,-25.118,-0.932,-0.223,-0.487,-34.151,-226.510,-81.577,-1.762,-0.614,-2.899,0.337,-1.314,-0.438,-0.596,-3.953,-1.424
PRD,173,-0.974,0.800,-480.540,24,0,-0.824,-0.248,0.464,5.850,-70.279,-4.494,-1.255,-0.342,-0.639,25.739,-181.810,-29.466,-2.164,-0.320,-2.676,0.102,-1.227,-0.078,0.449,-3.173,-0.514
PR,174,-1.073,1.333,-549.726,40,0,-0.923,-0.158,0.499,6.360,-73.158,0.449,-0.830,-0.139,-0.380,48.830,-207.166,-13.000,-1.792,0.062,-2.850,0.111,-1.277,0.008,0.852,-3.616,-0.227
