# RESUMO ESTATÍSTICO - COMPARAÇÃO DE TREINAMENTOS
##################################################
# Arquivo: training_data.json
# Robot: robot_stage4
# Algorithm: TD3
# Environment: todos_alternados
# Data: 2025-11-27T10:20:18.673579
##################################################
# QUADRO DE RESUMO POR TIPO DE PISTA
Métrica,PR,PBA,PG,PRB,PRD,PRA,MÉDIA
Total Episódios,831,832,832,831,831,832,
Melhor Distancia,7.956,9.011,7.762,8.21,7.743,4.6,
Maior Recompensa,3989.755,4790.87,4063.704,4108.724,3026.948,3642.044,
Menor Distância,-1.235,-1.214,-1.496,-1.322,-1.425,-1.288,
Média recompensa,443.672,433.445,476.893,430.762,234.29,328.199,391.21
Média Distância,1.334,1.332,1.415,1.336,1.23,0.396,1.174
Episodios de sucesso,0,1,0,0,0,0,
Percentual de Sucessos,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Total de Passos,99835,101298,116110,103621,72945,124593,
Total tempo (s),3327.833,3376.6,3870.333,3454.033,2431.5,4153.1,
Primeiro episódio de Sucesso,0,4903,0,0,0,0,
Soma passos até Primeiro Sucesso,0,97206,0,0,0,0,
Tempo do Primeiro Sucesso (s),0,14.967,0,0,0,0,
Número do Episódio mais rápido >9m,0,4903,0,0,0,0,
Melhor Tempo do Percurso (9m) (s),0,14.967,0,0,0,0,
% Sucessos depois de 9m,0.00%,6.70%,0.00%,0.00%,0.00%,0.00%,6.70%
##################################################
# DADOS DETALHADOS DOS EPISÓDIOS
Pista,episodio,distancia,tempo,recompensa,passos,successos,imu_x,imu_y,imu_z,roll_deg,pitch_deg,yaw_deg,imu_average_x_vel,imu_average_y_vel,imu_average_z_vel,roll_vel_deg,pitch_vel_deg,yaw_vel_deg,imu_x_vel,imu_y_vel,imu_z_vel,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel
PRB,2644,0.757,2.500,229.942,75,0,0.907,0.132,0.796,26.755,44.691,65.564,0.351,0.041,-0.043,-37.244,22.239,-1.709,0.185,0.550,-0.806,0.467,0.780,1.144,-0.650,0.388,-0.030
PRD,2645,1.471,2.400,387.919,72,0,1.621,0.065,0.621,15.663,55.746,60.075,0.648,0.041,-0.126,31.696,100.080,15.133,1.139,-0.384,-1.237,0.273,0.973,1.049,0.553,1.747,0.264
PR,2646,1.881,3.667,519.132,110,0,2.031,0.270,0.640,53.465,67.990,68.276,0.551,0.095,-0.088,-31.125,112.322,-2.626,1.050,0.293,-1.149,0.933,1.187,1.192,-0.543,1.960,-0.046
PBA,2647,0.967,2.833,385.497,85,0,1.117,-0.092,0.791,13.955,38.681,60.874,0.387,-0.044,-0.030,-51.077,70.211,14.464,0.424,0.106,-0.032,0.244,0.675,1.062,-0.891,1.225,0.252
PG,2648,0.810,3.467,400.526,104,0,0.960,0.240,0.746,18.276,48.274,61.483,0.250,0.072,-0.041,-30.882,43.035,6.896,0.203,0.073,-0.262,0.319,0.843,1.073,-0.539,0.751,0.120
PRA,2649,0.160,3.267,387.727,98,0,0.310,-0.299,0.873,-38.383,-40.462,63.124,0.062,-0.113,-0.023,134.190,-194.690,-100.369,-1.712,-0.592,-1.115,-0.670,-0.706,1.102,2.342,-3.398,-1.752
PRB,2650,1.717,3.400,658.306,102,0,1.867,-0.312,0.771,26.319,55.431,60.735,0.550,-0.077,-0.043,44.359,95.541,6.496,0.801,0.336,-0.320,0.459,0.967,1.060,0.774,1.668,0.113
PRD,2651,1.372,2.233,179.656,67,0,1.522,0.089,0.574,33.412,60.408,63.326,0.652,0.081,-0.158,-35.927,114.842,5.998,1.115,0.435,-1.174,0.583,1.054,1.105,-0.627,2.004,0.105
PR,2652,0.851,2.567,410.423,77,0,1.001,0.047,0.980,-13.808,6.300,60.781,0.344,0.028,0.022,13.681,-80.885,242.977,-0.199,0.114,0.013,-0.241,0.110,1.061,0.239,-1.412,4.241
PBA,2653,0.961,2.433,260.680,73,0,1.111,0.298,0.747,35.330,50.776,61.616,0.451,0.094,-0.061,43.217,26.951,-63.347,0.531,-0.651,0.095,0.617,0.886,1.075,0.754,0.470,-1.106
PG,2654,1.363,2.967,430.769,89,0,1.513,-0.253,0.704,29.410,58.971,60.840,0.485,-0.088,-0.083,-44.500,115.057,19.384,0.653,0.002,-0.474,0.513,1.029,1.062,-0.777,2.008,0.338
PRA,2655,-0.278,2.900,133.709,87,0,-0.128,-0.371,0.403,125.368,-85.938,-122.311,-0.093,-0.112,-0.216,-67.812,-303.310,8.777,-1.783,0.400,-3.176,2.188,-1.500,-2.135,-1.184,-5.294,0.153
PRB,2656,-0.262,2.533,-10.961,76,0,-0.112,-1.043,0.426,29.503,-69.635,-4.046,-0.110,-0.414,-0.228,27.885,-217.576,11.296,-1.626,-0.329,-2.926,0.515,-1.215,-0.071,0.487,-3.797,0.197
PRD,2657,1.652,2.600,416.688,78,0,1.802,-0.407,0.677,34.472,39.849,61.441,0.691,-0.161,-0.096,14.941,90.039,-0.551,1.230,-0.213,-0.335,0.602,0.695,1.072,0.261,1.571,-0.010
PR,2658,1.342,2.767,355.347,83,0,1.492,0.006,0.795,27.906,40.781,62.188,0.540,-0.014,-0.055,-35.430,30.138,24.981,1.006,0.112,-0.592,0.487,0.712,1.085,-0.618,0.526,0.436
PBA,2659,1.077,2.800,405.279,84,0,1.227,0.054,0.828,14.317,32.490,62.343,0.424,0.006,-0.042,39.514,36.416,0.649,0.460,-0.534,-0.418,0.250,0.567,1.088,0.690,0.636,0.011
PG,2660,0.948,2.300,269.795,69,0,1.098,0.070,0.723,30.291,55.563,61.525,0.454,0.030,-0.076,-7.439,46.564,3.148,0.498,-0.024,-0.243,0.529,0.970,1.074,-0.130,0.813,0.055
PRA,2661,0.306,2.900,367.929,87,0,0.456,-0.301,0.856,-31.267,-32.447,61.947,0.123,-0.127,-0.039,120.144,-153.867,-40.416,-1.485,-0.824,-1.237,-0.546,-0.566,1.081,2.097,-2.685,-0.705
PRB,2662,1.643,3.400,577.481,102,0,1.793,-0.397,0.805,19.980,38.216,64.011,0.527,-0.135,-0.044,101.793,116.058,2.997,0.818,-0.264,-0.357,0.349,0.667,1.117,1.777,2.026,0.052
PRD,2663,1.645,2.567,388.603,77,0,1.795,-0.354,0.686,13.671,28.642,60.340,0.695,-0.136,-0.099,-19.547,62.113,4.020,1.443,-0.084,-0.297,0.239,0.500,1.053,-0.341,1.084,0.070
PR,2664,1.935,4.100,751.694,123,0,2.085,-0.047,0.649,31.046,66.628,64.719,0.505,0.001,-0.059,0.605,77.482,-2.045,0.871,-0.050,-0.515,0.542,1.163,1.130,0.011,1.352,-0.036
PBA,2665,1.531,3.167,375.092,95,0,1.681,-0.293,0.671,35.600,40.328,60.389,0.519,-0.084,-0.076,-16.586,104.614,-21.107,1.109,0.073,-1.098,0.621,0.704,1.054,-0.289,1.826,-0.368
PG,2666,1.081,3.200,398.539,96,0,1.231,-0.113,0.675,34.745,61.143,62.690,0.358,-0.034,-0.097,-34.917,132.290,30.846,0.397,-0.312,-0.560,0.606,1.067,1.094,-0.609,2.309,0.538
PRA,2667,0.481,6.800,896.438,204,0,0.631,0.085,0.893,-29.289,-25.677,60.374,0.075,0.002,-0.024,53.927,-117.209,35.958,-1.744,-0.496,-0.835,-0.511,-0.448,1.054,0.941,-2.046,0.628
PRB,2668,0.995,2.567,271.933,77,0,1.145,-0.055,0.818,20.916,43.984,60.735,0.408,-0.000,-0.040,-6.847,38.086,2.179,0.527,0.087,-0.196,0.365,0.768,1.060,-0.120,0.665,0.038
PRD,2669,1.310,2.200,284.795,66,0,1.460,0.054,0.644,42.338,65.864,62.412,0.670,0.007,-0.131,-17.316,106.193,-29.922,1.091,-0.522,-0.527,0.739,1.150,1.089,-0.302,1.853,-0.522
PR,2670,1.594,3.067,532.562,92,0,1.744,0.196,0.778,19.832,51.489,61.369,0.541,0.090,-0.039,-37.864,30.936,-1.419,0.441,0.497,-0.178,0.346,0.899,1.071,-0.661,0.540,-0.025
PBA,2671,0.479,1.800,0.842,54,0,0.629,-0.204,0.822,23.527,32.259,61.327,0.294,-0.104,-0.073,58.719,52.747,166.726,-0.108,-0.805,-0.149,0.411,0.563,1.070,1.025,0.921,2.910
PG,2672,1.386,2.967,441.826,89,0,1.536,-0.211,0.729,25.838,55.175,60.534,0.500,-0.081,-0.066,-15.264,49.858,2.137,0.563,0.111,-0.248,0.451,0.963,1.057,-0.266,0.870,0.037
PRA,2673,-0.139,2.767,183.214,83,0,0.011,0.078,0.724,-53.704,-60.944,60.945,-0.039,0.007,-0.120,-74.880,-158.841,-13.757,-1.855,1.141,-2.003,-0.937,-1.064,1.064,-1.307,-2.772,-0.240
PRB,2674,0.284,2.133,-106.561,64,0,0.434,1.276,0.477,-54.192,14.233,43.935,0.127,0.601,-0.247,-174.864,-82.082,2.301,-0.978,1.427,-2.323,-0.946,0.248,0.767,-3.052,-1.433,0.040
PRD,2675,1.131,1.967,282.823,59,0,1.281,0.048,0.736,29.305,44.569,61.273,0.643,0.006,-0.090,-9.462,94.548,-0.263,1.189,-0.140,-0.245,0.511,0.778,1.069,-0.165,1.650,-0.005
PR,2676,0.993,2.567,401.688,77,0,1.143,0.258,0.935,-9.028,14.341,60.777,0.408,0.109,0.008,19.372,23.424,97.979,0.271,0.037,-0.069,-0.158,0.250,1.061,0.338,0.409,1.710
PBA,2677,1.139,2.633,448.308,79,0,1.289,-0.035,0.803,17.499,40.020,60.769,0.489,-0.043,-0.026,37.317,9.605,-14.840,0.769,0.159,0.087,0.305,0.698,1.061,0.651,0.168,-0.259
PG,2678,1.267,3.867,507.430,116,0,1.417,0.034,0.580,71.612,80.338,79.666,0.361,0.009,-0.097,41.186,123.449,-63.200,0.695,0.020,-0.935,1.250,1.402,1.390,0.719,2.155,-1.103
PRA,2679,0.006,3.100,319.179,93,0,0.156,-0.448,0.747,-34.640,-53.313,65.704,0.016,-0.159,-0.086,-33.005,-150.765,69.529,-1.390,-0.613,-2.150,-0.605,-0.930,1.147,-0.576,-2.631,1.214
PRB,2680,0.599,1.767,53.461,53,0,0.749,0.127,0.783,11.675,54.243,61.612,0.398,0.067,-0.065,7.837,38.901,-20.850,0.522,-0.666,0.273,0.204,0.947,1.075,0.137,0.679,-0.364
PRD,2681,0.067,1.833,-92.649,55,0,0.217,-1.030,0.500,41.754,-12.540,2.602,0.038,-0.557,-0.236,190.472,-67.789,-7.376,-0.601,-1.591,-2.107,0.729,-0.219,0.045,3.324,-1.183,-0.129
PR,2682,0.538,2.867,395.342,86,0,0.688,-0.330,0.870,-29.192,-22.480,69.008,0.197,-0.112,-0.027,-30.596,-149.313,122.361,-0.456,-0.447,-1.468,-0.509,-0.392,1.204,-0.534,-2.606,2.136
PBA,2683,1.467,2.733,462.333,82,0,1.617,-0.007,0.835,15.418,30.754,60.562,0.585,-0.007,-0.037,-33.309,29.176,3.628,0.909,0.646,-0.315,0.269,0.537,1.057,-0.581,0.509,0.063
PG,2684,1.153,2.933,287.154,88,0,1.303,-0.728,0.570,44.880,24.501,60.297,0.413,-0.233,-0.129,93.040,84.230,2.061,0.929,-0.998,-1.280,0.783,0.428,1.052,1.624,1.470,0.036
PRA,2685,0.066,2.667,225.774,80,0,0.216,0.827,0.721,-40.392,17.473,60.507,0.035,0.293,-0.069,-46.265,-91.128,199.136,-2.348,-0.166,-0.952,-0.705,0.305,1.056,-0.807,-1.590,3.476
PRB,2686,1.265,2.733,493.206,82,0,1.415,-0.057,0.805,17.610,35.389,60.600,0.507,-0.043,-0.043,-13.593,57.363,-0.037,0.674,0.259,-0.177,0.307,0.618,1.058,-0.237,1.001,-0.001
PRD,2687,-0.018,2.133,24.172,64,0,0.132,0.717,0.682,-41.837,-9.788,62.699,-0.011,0.332,-0.163,-52.072,-130.375,61.776,-1.828,0.368,-1.354,-0.730,-0.171,1.094,-0.909,-2.275,1.078
PR,2688,1.467,2.500,414.882,75,0,1.617,-0.059,0.711,28.046,60.627,66.616,0.632,-0.006,-0.078,-54.572,79.847,6.686,0.770,0.636,-0.857,0.489,1.058,1.163,-0.952,1.394,0.117
PBA,2689,0.745,2.067,250.911,62,0,0.895,-0.034,0.818,17.609,28.373,60.290,0.407,-0.037,-0.039,-2.824,40.225,-0.068,0.596,-0.029,-0.154,0.307,0.495,1.052,-0.049,0.702,-0.001
PG,2690,1.728,3.200,483.483,96,0,1.878,-0.243,0.735,26.245,51.890,62.523,0.571,-0.074,-0.067,-11.291,55.576,-0.239,0.714,0.151,-0.332,0.458,0.906,1.091,-0.197,0.970,-0.004
PRA,2691,0.006,2.033,152.129,61,0,0.156,0.223,0.793,-47.442,-21.459,61.112,-0.002,0.111,-0.116,-92.261,-185.112,-24.655,-1.476,0.728,-0.913,-0.828,-0.375,1.067,-1.610,-3.231,-0.430
PRB,2692,1.005,1.900,177.587,57,0,1.155,-0.166,0.838,20.688,32.063,60.297,0.573,-0.080,-0.024,2.046,29.236,11.946,0.665,-0.254,-0.335,0.361,0.560,1.052,0.036,0.510,0.208
PRD,2693,1.277,2.533,162.639,76,0,1.427,-0.506,0.533,87.418,64.541,70.626,0.561,-0.190,-0.161,70.221,126.661,15.115,1.503,-0.252,-1.041,1.526,1.126,1.233,1.226,2.211,0.264
PR,2694,1.996,3.967,767.490,119,0,2.146,-0.253,0.664,52.716,76.358,72.824,0.556,-0.064,-0.049,18.153,74.205,-1.563,0.859,-0.457,-0.585,0.920,1.333,1.271,0.317,1.295,-0.027
PBA,2695,0.522,1.867,-61.165,56,0,0.672,0.895,0.422,-64.775,17.087,26.718,0.282,0.485,-0.318,-151.010,4.885,123.304,0.030,0.889,-2.741,-1.131,0.298,0.466,-2.636,0.085,2.152
PG,2696,1.044,3.567,406.667,107,0,1.194,0.759,0.490,-60.980,12.123,-3.287,0.311,0.220,-0.128,-221.431,-136.742,-67.200,0.136,1.196,-1.298,-1.064,0.212,-0.057,-3.865,-2.387,-1.173
PRA,2697,0.082,3.133,355.730,94,0,0.232,-0.080,0.735,-45.483,-61.877,71.127,0.034,-0.038,-0.072,28.543,-200.368,76.736,-1.925,0.275,-1.731,-0.794,-1.080,1.241,0.498,-3.497,1.339
PRB,2698,1.076,2.500,420.069,75,0,1.226,0.045,0.895,5.366,15.876,60.254,0.474,0.003,0.007,2.232,44.525,-2.622,0.733,0.046,0.074,0.094,0.277,1.052,0.039,0.777,-0.046
PRD,2699,1.407,2.467,343.467,74,0,1.557,-0.128,0.581,32.338,62.397,68.288,0.618,-0.035,-0.129,55.531,145.437,-5.004,1.449,-0.455,-0.912,0.564,1.089,1.192,0.969,2.538,-0.087
PR,2700,1.552,2.833,480.961,85,0,1.702,-0.078,0.739,35.879,35.802,62.431,0.590,-0.040,-0.067,-6.181,69.827,12.929,0.814,0.078,-0.930,0.626,0.625,1.090,-0.108,1.219,0.226
PBA,2701,1.585,3.500,464.742,105,0,1.735,0.462,0.678,24.283,61.256,61.882,0.485,0.160,-0.051,-48.324,75.068,37.104,0.647,0.657,-0.700,0.424,1.069,1.080,-0.843,1.310,0.648
PG,2702,1.343,2.900,465.017,87,0,1.493,0.036,0.712,31.426,58.627,64.196,0.511,0.001,-0.060,-26.189,66.633,3.646,0.828,0.188,-0.402,0.548,1.023,1.120,-0.457,1.163,0.064
PRA,2703,0.497,4.000,456.676,120,0,0.647,0.125,0.975,-31.324,0.626,63.334,0.134,0.039,0.001,-69.606,-96.537,46.157,-0.313,0.320,-0.444,-0.547,0.011,1.105,-1.215,-1.685,0.806
PRB,2704,1.106,2.000,153.542,60,0,1.256,-0.345,0.733,36.765,37.332,61.519,0.592,-0.153,-0.095,35.758,73.255,-1.082,0.941,-0.512,-0.560,0.642,0.652,1.074,0.624,1.279,-0.019
PRD,2705,1.112,2.100,314.234,63,0,1.262,0.091,0.743,23.711,36.176,61.292,0.580,0.031,-0.077,26.150,42.412,25.566,0.769,-0.238,-0.261,0.414,0.631,1.070,0.456,0.740,0.446
PR,2706,1.311,4.667,663.641,140,0,1.461,0.744,0.466,-86.669,46.383,-36.532,0.318,0.159,-0.079,-98.684,-84.027,-19.804,-0.572,0.818,-1.142,-1.513,0.810,-0.638,-1.722,-1.467,-0.346
PBA,2707,1.505,3.400,595.128,102,0,1.655,-0.135,0.745,18.474,54.355,60.752,0.502,-0.058,-0.033,-34.905,39.589,-24.211,0.812,-0.057,-0.196,0.322,0.949,1.060,-0.609,0.691,-0.423
PG,2708,1.774,3.300,653.737,99,0,1.924,-0.276,0.708,34.719,71.595,64.107,0.572,-0.074,-0.068,-60.112,124.148,16.674,0.583,0.238,-0.498,0.606,1.250,1.119,-1.049,2.167,0.291
PRA,2709,-0.073,2.700,195.352,81,0,0.077,-0.110,0.594,-67.802,-74.405,84.550,-0.004,-0.055,-0.151,-72.930,-183.363,24.164,-1.848,0.475,-2.674,-1.183,-1.299,1.476,-1.273,-3.200,0.422
PRB,2710,0.907,2.533,416.396,76,0,1.057,0.119,0.868,15.457,21.210,62.047,0.401,0.012,-0.035,-25.970,56.812,16.595,0.533,0.350,-0.537,0.270,0.370,1.083,-0.453,0.992,0.290
PRD,2711,-0.207,1.667,80.278,50,0,-0.057,-0.679,0.704,67.761,-70.480,-68.127,-0.121,-0.398,-0.180,40.736,-214.131,13.065,-1.520,-0.508,-1.475,1.183,-1.230,-1.189,0.711,-3.737,0.228
PR,2712,1.972,3.900,668.617,117,0,2.122,0.037,0.750,23.741,62.023,60.007,0.542,0.032,-0.025,-36.502,32.307,0.665,0.396,0.451,-0.199,0.414,1.083,1.047,-0.637,0.564,0.012
PBA,2713,-0.447,2.000,107.599,60,0,-0.297,-0.646,0.587,106.457,-74.151,-90.723,-0.222,-0.310,-0.223,200.988,-211.575,-25.963,-1.914,-0.027,-2.763,1.858,-1.294,-1.583,3.508,-3.693,-0.453
PG,2714,1.754,4.167,742.216,125,0,1.904,0.215,0.534,-68.034,54.215,-64.817,0.444,0.046,-0.095,-92.771,144.690,-74.963,0.179,0.839,-1.051,-1.187,0.946,-1.131,-1.619,2.525,-1.308
PRA,2715,0.136,2.567,203.929,77,0,0.286,-0.433,0.724,-42.452,-64.035,67.992,0.060,-0.184,-0.105,92.438,-156.553,99.253,-2.040,-0.153,-1.676,-0.741,-1.118,1.187,1.613,-2.732,1.732
PRB,2716,1.360,2.767,328.965,83,0,1.510,-0.113,0.703,51.083,42.391,61.908,0.524,-0.032,-0.070,66.585,77.272,58.308,0.686,-0.551,-0.638,0.892,0.740,1.080,1.162,1.349,1.018
PRD,2717,1.629,2.567,333.336,77,0,1.779,-0.136,0.572,25.754,52.103,64.444,0.694,-0.041,-0.122,38.051,115.938,-2.841,1.414,-0.506,-0.543,0.449,0.909,1.125,0.664,2.023,-0.050
PR,2718,1.503,3.000,692.833,90,0,1.653,0.237,0.829,8.487,38.002,63.585,0.553,0.063,-0.021,-3.160,77.789,2.759,0.772,0.244,-0.285,0.148,0.663,1.110,-0.055,1.358,0.048
PBA,2719,2.199,3.467,883.108,104,0,2.349,0.002,0.768,9.617,60.013,60.986,0.690,-0.002,-0.031,-21.180,58.113,1.662,0.574,0.030,-0.112,0.168,1.047,1.064,-0.370,1.014,0.029
PG,2720,0.915,3.333,557.997,100,0,1.065,-0.715,0.495,-35.788,-79.233,83.916,0.297,-0.216,-0.159,88.044,-143.709,75.535,-1.134,-1.098,-2.900,-0.625,-1.383,1.465,1.537,-2.508,1.318
PRA,2721,-0.349,1.567,-38.395,47,0,-0.199,0.038,0.608,-64.800,-55.620,65.679,-0.210,-0.006,-0.234,-6.519,-189.479,1.890,-1.804,0.289,-2.026,-1.131,-0.971,1.146,-0.114,-3.307,0.033
PRB,2722,0.982,2.633,450.675,79,0,1.132,0.003,0.845,10.348,22.077,60.402,0.420,-0.008,-0.018,-27.997,49.403,2.754,0.730,0.487,-0.230,0.181,0.385,1.054,-0.489,0.862,0.048
PRD,2723,1.485,2.500,348.597,75,0,1.635,-0.327,0.593,23.463,53.214,60.578,0.646,-0.114,-0.120,67.895,83.072,-34.614,1.693,-0.413,-0.592,0.410,0.929,1.057,1.185,1.450,-0.604
PR,2724,0.961,4.500,626.458,135,0,1.111,-0.020,0.794,-24.197,-25.505,64.242,0.233,0.007,-0.030,43.912,-64.869,80.484,-1.378,-0.604,-1.185,-0.422,-0.445,1.121,0.766,-1.132,1.405
PBA,2725,1.195,2.900,379.309,87,0,1.345,-0.282,0.807,19.173,34.063,60.373,0.444,-0.096,-0.030,15.106,50.004,32.626,0.605,-0.133,-0.519,0.335,0.595,1.054,0.264,0.873,0.569
PG,2726,0.373,2.867,346.838,86,0,0.523,-0.058,0.568,-46.909,-28.195,61.402,0.156,-0.046,-0.157,-171.716,-179.895,99.469,-1.765,0.435,-2.276,-0.819,-0.492,1.072,-2.997,-3.140,1.736
PRA,2727,0.499,2.867,213.773,86,0,0.649,-0.403,0.925,-11.666,-29.086,61.441,0.177,-0.139,-0.020,122.554,-35.576,155.355,-0.285,-1.556,-1.129,-0.204,-0.508,1.072,2.139,-0.621,2.711
PRB,2728,2.395,3.633,868.904,109,0,2.545,-0.589,0.781,18.343,54.627,62.811,0.699,-0.159,-0.043,-23.314,70.194,2.709,0.858,0.224,-0.245,0.320,0.953,1.096,-0.407,1.225,0.047
PRD,2729,1.125,2.000,296.567,60,0,1.275,0.035,0.725,28.938,40.551,60.190,0.629,-0.002,-0.093,-31.038,94.864,0.837,1.235,0.297,-0.556,0.505,0.708,1.051,-0.542,1.656,0.015
PR,2730,1.886,3.967,798.268,119,0,2.036,0.131,0.856,3.881,32.709,60.567,0.522,0.030,-0.022,9.555,20.409,-28.039,1.052,0.264,-0.019,0.068,0.571,1.057,0.167,0.356,-0.489
PBA,2731,2.068,3.000,561.455,90,0,2.218,-0.380,0.546,45.813,32.688,61.326,0.741,-0.117,-0.121,45.868,118.202,-59.464,1.364,-0.390,-1.413,0.800,0.571,1.070,0.801,2.063,-1.038
PG,2732,1.462,4.633,396.996,139,0,1.612,-0.428,0.700,67.004,83.217,76.074,0.354,-0.082,-0.058,-4.389,30.482,29.509,0.253,-0.058,0.055,1.169,1.452,1.328,-0.077,0.532,0.515
PRA,2733,-0.303,2.133,139.966,64,0,-0.153,-0.073,0.663,-53.220,-61.728,62.715,-0.130,-0.070,-0.151,176.895,-230.607,-117.896,-1.599,-0.290,-1.694,-0.929,-1.077,1.095,3.087,-4.025,-2.058
PRB,2734,1.204,3.433,415.738,103,0,1.354,0.996,0.452,-65.461,27.847,14.672,0.363,0.307,-0.161,-203.915,-94.479,34.058,-0.469,1.121,-1.616,-1.143,0.486,0.256,-3.559,-1.649,0.594
PRD,2735,1.689,3.033,627.297,91,0,1.839,-0.204,0.741,-0.060,15.206,61.363,0.592,-0.064,-0.071,39.591,78.811,-4.532,1.207,-0.342,-0.501,-0.001,0.265,1.071,0.691,1.376,-0.079
PR,2736,1.496,3.367,503.801,101,0,1.646,-0.637,0.700,34.212,47.485,61.102,0.483,-0.176,-0.064,10.483,64.312,-50.786,0.922,-0.824,-0.987,0.597,0.829,1.066,0.183,1.122,-0.886
PBA,2737,1.173,2.900,401.395,87,0,1.323,-0.242,0.795,14.454,40.995,60.238,0.438,-0.080,-0.024,10.007,36.550,14.738,0.584,-0.201,-0.314,0.252,0.715,1.051,0.175,0.638,0.257
PG,2738,-0.313,1.667,-0.200,50,0,-0.163,0.126,0.538,-76.078,-63.652,74.263,-0.184,0.064,-0.275,-146.293,-193.693,105.963,-1.837,-0.133,-2.595,-1.328,-1.111,1.296,-2.553,-3.381,1.849
PRA,2739,-0.107,4.633,316.879,139,0,0.043,0.279,0.603,-47.115,-0.464,62.114,-0.008,0.053,-0.077,-31.380,-152.164,21.334,-1.681,0.182,-1.729,-0.822,-0.008,1.084,-0.548,-2.656,0.372
PRB,2740,0.777,3.067,223.034,92,0,0.927,-0.434,0.827,27.329,18.445,60.381,0.283,-0.141,-0.030,55.961,50.704,-4.929,0.823,-0.948,-0.450,0.477,0.322,1.054,0.977,0.885,-0.086
PRD,2741,1.193,2.267,265.642,68,0,1.343,-0.526,0.678,66.903,53.067,61.097,0.594,-0.245,-0.102,96.871,41.694,-16.173,0.922,-0.856,-0.352,1.168,0.926,1.066,1.691,0.728,-0.282
PR,2742,-0.307,2.033,-7.195,61,0,-0.157,-0.633,0.637,60.325,-65.387,-68.970,-0.147,-0.287,-0.179,84.597,-163.797,-17.919,-1.883,-0.740,-2.333,1.053,-1.141,-1.204,1.476,-2.859,-0.313
PBA,2743,-0.404,4.533,-1.366,136,0,-0.254,-0.477,0.450,-48.224,-52.796,63.402,-0.068,-0.095,-0.132,82.931,-259.775,9.105,-1.767,-0.860,-2.856,-0.842,-0.921,1.107,1.447,-4.534,0.159
PG,2744,-0.258,1.867,56.567,56,0,-0.108,-0.723,0.709,78.804,-56.206,-66.307,-0.133,-0.366,-0.146,143.278,-166.562,31.915,-1.499,-0.911,-1.419,1.375,-0.981,-1.157,2.501,-2.907,0.557
PRA,2745,-0.145,3.200,215.754,96,0,0.005,-0.736,0.561,84.012,-64.304,-69.901,-0.037,-0.216,-0.150,190.634,-189.526,-125.981,-1.473,-1.870,-2.722,1.466,-1.122,-1.220,3.327,-3.308,-2.199
PRB,2746,1.914,4.167,784.483,125,0,2.064,0.161,0.766,17.158,52.160,60.079,0.493,0.037,-0.038,86.909,-15.968,17.448,1.176,0.275,-0.043,0.299,0.910,1.049,1.517,-0.279,0.305
PRD,2747,2.205,3.167,618.059,95,0,2.355,-0.459,0.603,10.250,35.250,61.714,0.757,-0.155,-0.112,-32.378,59.784,-39.818,1.148,0.472,-0.499,0.179,0.615,1.077,-0.565,1.043,-0.695
PR,2748,-0.483,2.000,-57.764,60,0,-0.333,0.537,0.646,-51.031,-22.864,61.573,-0.241,0.258,-0.190,-84.317,-121.869,20.213,-1.581,0.900,-1.857,-0.891,-0.399,1.075,-1.472,-2.127,0.353
PBA,2749,0.735,3.533,545.005,106,0,0.885,0.046,0.838,10.320,27.521,62.135,0.239,0.003,-0.014,-6.268,-3.933,-15.223,0.114,0.061,-0.422,0.180,0.480,1.084,-0.109,-0.069,-0.266
PG,2750,1.613,5.267,735.257,158,0,1.763,-0.012,0.715,25.178,66.844,60.968,0.340,-0.012,-0.046,-87.850,82.135,9.617,0.322,0.586,-0.422,0.439,1.167,1.064,-1.533,1.434,0.168
PRA,2751,-0.297,2.067,-113.051,62,0,-0.147,0.751,0.485,-59.825,-12.250,51.357,-0.138,0.350,-0.250,-178.172,-83.648,46.108,-1.102,1.333,-2.411,-1.044,-0.214,0.896,-3.110,-1.460,0.805
PRB,2752,1.136,2.967,306.825,89,0,1.286,-0.022,0.748,28.229,61.357,61.929,0.436,-0.013,-0.046,-68.885,128.562,4.886,0.271,-0.021,-0.343,0.493,1.071,1.081,-1.202,2.244,0.085
PRD,2753,0.147,1.833,-74.309,55,0,0.297,-1.187,0.423,64.143,-44.823,-46.725,0.081,-0.644,-0.319,119.620,-176.465,-15.292,-1.226,-1.660,-2.804,1.120,-0.782,-0.816,2.088,-3.080,-0.267
PR,2754,-0.169,1.267,-13.019,38,0,-0.019,0.140,0.843,-61.725,-57.167,65.810,-0.117,0.144,-0.149,-83.370,-120.938,101.620,-1.070,0.003,-2.179,-1.077,-0.998,1.149,-1.455,-2.111,1.774
PBA,2755,-0.337,1.967,35.783,59,0,-0.187,-0.689,0.765,63.340,-71.099,-67.442,-0.169,-0.359,-0.104,177.873,-155.834,32.021,-2.051,-0.593,-1.049,1.105,-1.241,-1.177,3.104,-2.720,0.559
PG,2756,1.131,4.067,733.336,122,0,1.281,0.035,0.820,-26.879,-19.985,60.656,0.301,0.003,-0.023,22.983,-71.550,-17.841,-1.061,-0.203,-0.659,-0.469,-0.349,1.059,0.401,-1.249,-0.311
